"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00001",13034.4925491503,0.281142170753125,0.273724168862764,1.02710028099156,0.304373246382582,0.396057314730586
"SAOUHSC_00002",9607.9210256335,0.455522894066725,0.176407699678039,2.58221662035216,0.00981679457054355,0.020249992521098
"SAOUHSC_00003",822.033871038391,0.669791053137042,0.359482027908095,1.86321151306146,0.0624325137082161,0.103252280284377
"SAOUHSC_00004",7001.43917144521,1.31654903942918,0.279090331543485,4.7172864504052,2.39011062266601e-06,1.10418131370039e-05
"SAOUHSC_00005",16202.1589411993,1.29530342798766,0.332842937948024,3.89163560438807,9.95707128375244e-05,0.000327917904530511
"SAOUHSC_00006",21386.5772752961,1.42857050964799,0.354729451905506,4.02721144797568,5.64422703214202e-05,0.000195818619720077
"SAOUHSC_00007",3923.12488986476,0.5099597017978,0.324787252506985,1.57013459691381,0.116383801278964,0.177782603446225
"SAOUHSC_00008",1502.09037670107,1.04725693060804,0.231848901100148,4.51698035073143,6.27277236366833e-06,2.63694269505868e-05
"SAOUHSC_00009",20962.7452237294,-4.75526390538414,0.324983977188919,-14.6323026338613,1.74770593188573e-48,5.81330685593491e-46
"SAOUHSC_00010",894.971715926724,-3.61177690672878,0.400855471671859,-9.0101723987078,2.05732822315779e-19,5.31509747749795e-18
"SAOUHSC_00012",629.279811888177,-3.25176824380137,0.332695055000553,-9.77402036767863,1.45558624705159e-22,4.84164375425536e-21
"SAOUHSC_00013",2948.86327900811,-2.52992773749768,0.371870727045289,-6.80324519652111,1.0228833035533e-11,1.0716112089588e-10
"SAOUHSC_00014",3935.18705440956,-0.53677592196532,0.188379408846904,-2.84944052670618,0.00437961930257551,0.00988474595253159
"SAOUHSC_00015",18427.5156114057,0.259159295527653,0.284003697602776,0.912520849957834,0.361494598889621,0.455462655135077
"SAOUHSC_00017",4389.73767639963,0.449645555360177,0.208971946247573,2.15170296029819,0.0314207568459676,0.0566851755709286
"SAOUHSC_00018",11794.405143278,-0.754410400724242,0.406506026282187,-1.85584063199237,0.0634762771246246,0.104783110067386
"SAOUHSC_00019",6363.75058489209,-0.274980563166318,0.514521625070017,-0.534439272846693,0.593037653709141,0.672378865155528
"SAOUHSC_T00018",108.940324014222,-1.98760899912946,1.53787692213935,-1.29243697627278,0.196205858416467,0.277570619672166
"SAOUHSC_T00011",270.440205218483,-0.369910739425116,0.939359555464093,-0.393790362032737,0.69373582066864,0.761249904659485
"SAOUHSC_00020",2953.16068184453,-0.182753234927697,0.241990442633285,-0.755208482364087,0.450123899923438,0.540910803277381
"SAOUHSC_00021",10738.1569783469,-0.553280631787569,0.495294571228486,-1.11707388678874,0.263962734673032,0.353608337590261
"SAOUHSC_00022",8197.66268870426,0.400333571959103,0.195118510907228,2.05174573185138,0.0401943798025486,0.0705988413561596
"SAOUHSC_00023",6364.60613922139,0.311616321519373,0.310991180254626,1.00201015753641,0.316338687050458,0.408233388089849
"SAOUHSC_00024",1238.42542760283,0.70362723529222,0.38136197360454,1.84503774364735,0.0650320483360939,0.107085569692046
"SAOUHSC_00025",1226.02643074386,-0.201314471500802,0.523536869919477,-0.384527782220506,0.700587308494316,0.76718634893143
"SAOUHSC_00026",158.425258025412,2.74502311459023,0.403074548592631,6.81021196742567,9.7455046668823e-12,1.02501138018078e-10
"SAOUHSC_00027",1230.91464691956,-0.706081093549459,0.446168844181353,-1.5825423553386,0.113525811129762,0.174116532228413
"SAOUHSC_00028",3.32176514422811,-0.364776659882596,1.48273633548678,-0.246015863476388,0.805669952548822,0.849400849339309
"SAOUHSC_00029",28.2195208064578,-2.49827743724184,0.604050751523202,-4.13587340292528,3.5360710596634e-05,0.000126983604450261
"SAOUHSC_00030",1267.56150863036,-0.832033064953283,0.318435974176374,-2.61287396031593,0.00897844067813685,0.018679930136452
"SAOUHSC_00031",11636.0518533851,4.24977597833954,0.302686135814103,14.0402069189901,8.84539912631168e-45,1.96146725625961e-42
"SAOUHSC_00032",47.2110599851385,0.975723096075899,0.794705111480914,1.22778006832957,0.219529539808642,0.303937619891153
"SAOUHSC_00033",6092.0404518567,4.07898856116975,0.383378599530176,10.6395833418153,1.94999365957412e-26,9.97871755408986e-25
"SAOUHSC_00034",1451.5367801748,4.22954743322779,0.45019275315424,9.39497005136977,5.72341031833185e-21,1.71123537720012e-19
"SAOUHSC_00035",9810.01605002644,5.84582005674025,0.574433632842284,10.1766674555863,2.52045618007128e-24,1.06459268177296e-22
"SAOUHSC_00036",19075.6768838325,5.19817762902468,0.395304643552926,13.1498015867064,1.70621578419826e-39,2.06374554625071e-37
"SAOUHSC_00037",20760.56825803,2.15314751868316,0.446193626349975,4.82559003878358,1.39589383138243e-06,6.72911863280549e-06
"SAOUHSC_00038",114.53540632847,0.794365805145838,0.385742905761322,2.05931410087254,0.0394641585334501,0.0696380144943705
"SAOUHSC_00039",3006.71258237509,-0.973208282432207,0.521878378276864,-1.86481817017509,0.0622068955012259,0.103009179795434
"SAOUHSC_00040",16.6389585769765,-0.43482456647692,0.509649580792716,-0.853183408491355,0.393557602731557,0.485740621924246
"SAOUHSC_00041",371.032961801303,0.79175487120576,0.251383783615417,3.1495861022485,0.00163501920866438,0.00409678541832008
