"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00001",13007.5762919426,0.27974173900797,0.273963970324567,1.02108952018967,0.307212027760861,0.399660786481277
"SAOUHSC_00002",9585.76849555936,0.454430102209601,0.176373575765983,2.57652032191347,0.0099800338802051,0.0206021939713071
"SAOUHSC_00003",821.588972257038,0.668123722926612,0.358161683106567,1.86542490288616,0.0621218694357422,0.103136245827545
"SAOUHSC_00004",6989.24958458944,1.31548935135083,0.278915441162159,4.71644504825397,2.40001149662987e-06,1.10958864852871e-05
"SAOUHSC_00005",16168.8014110189,1.29388406923502,0.333075768185936,3.88465386203877,0.000102475779600627,0.000338576924412495
"SAOUHSC_00006",21344.3352662497,1.42737460395855,0.354364308843738,4.02798636413458,5.62566055627776e-05,0.00019557616268104
"SAOUHSC_00007",3910.46410121264,0.508155233541813,0.324362889487678,1.56662568379641,0.117202210825367,0.179064536676966
"SAOUHSC_00008",1498.23096261579,1.04673614623708,0.231189588994804,4.52760935640839,5.96547310912411e-06,2.53366106692145e-05
"SAOUHSC_00009",20938.6048142008,-4.75592889832138,0.324915957916978,-14.6374124829431,1.62121545566609e-48,5.39662094804849e-46
"SAOUHSC_00010",893.25328941762,-3.61287995553437,0.400594376973251,-9.01879847348837,1.90163462381266e-19,4.96475784628738e-18
"SAOUHSC_00012",628.733756021718,-3.25396485954963,0.333953795282653,-9.74375768598626,1.96163436286194e-22,6.52979038537668e-21
"SAOUHSC_00013",2944.24467238812,-2.53098611477342,0.37199386812014,-6.80383826637703,1.01867898509181e-11,1.06800871547224e-10
"SAOUHSC_00014",4018.66154969635,-0.520334334824902,0.188593559262232,-2.75902494687742,0.00579741090971302,0.0126553142624023
"SAOUHSC_00015",18394.7686560648,0.256720000482551,0.28416093398532,0.903431716957312,0.366296813081249,0.460638745577794
"SAOUHSC_00017",4382.63420783631,0.448628933231742,0.208249363156302,2.15428717971648,0.0312176576420973,0.0564759662370279
"SAOUHSC_00018",11775.5324299631,-0.757104056612511,0.406892110603404,-1.86069976999495,0.0627865863625219,0.103980522066788
"SAOUHSC_00019",6348.85865250049,-0.276394823075095,0.514452512843697,-0.537260128339718,0.591087942691609,0.670356730083428
"SAOUHSC_T00018",112.396336485432,-1.93392309051699,1.54103982829738,-1.25494685796257,0.209498052106133,0.293937467206866
"SAOUHSC_T00011",282.493579851957,-0.387772977848187,0.938018088041529,-0.413396055781623,0.679316463920348,0.748250737777787
"SAOUHSC_00020",2946.56941286713,-0.186787203785788,0.242134992231094,-0.771417638007142,0.440459423775607,0.53146508632281
"SAOUHSC_00021",10709.7034857902,-0.554836287089566,0.495043373680317,-1.1207831810064,0.262380165032803,0.352927914516364
"SAOUHSC_00022",8182.59631002862,0.397768972882828,0.195442746667026,2.03521992842489,0.0418287487253328,0.0728515093888562
"SAOUHSC_00023",6353.22007950064,0.310757370066544,0.310758880209139,0.999995140468409,0.317312859597388,0.40979832449459
"SAOUHSC_00024",1235.23963250876,0.70453522344112,0.380546320825042,1.8513783602313,0.0641151400167632,0.105851591980558
